Aggregate Dataset,Released:,,20210218,Nursing Homes,,,,,,,,,,,,,Assisted Living,,,,,,,,,,,,,Uncategorized Long Term Care Facilities,,,,,,,,,,,,,Other Care Facilities,,,,,,,,,,,,
Date,State,,Data Type,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths ,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak,Resident Positives,Probable Resident Positives,Resident Deaths,Probable Resident Deaths,Staff Positives,Probable Staff Positives,Staff Deaths ,Probable Staff Deaths,Resident/Staff Positives,Probable Res/Staff Positives,Resident/Staff Deaths,Probable res/staff Deaths,Number of Facilities with Outbreak
20200813,ND,,Aggregate,257,,,,421,,,,,,,,57,109,,,,127,,,,,,,,44,,,,,,,,,,,67,,,36,,,,35,,,,,,,,15
20200813,NE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,790,,,,727,,,,,,159,,199,,,,,,,,,,,,,
20200813,NH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870,,354,,,,,,,,,,,,,,,
20200813,NJ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,24643,,6690,,13033,,121,,,,,,622,,,,,,,,,,,,,
20200813,NM,,Aggregate,,,,,,,,,,,,,34,,,,,,,,,,,,,18,857,,249,,622,,3,,,,,,,,,,,,,,,,,,,2
20200813,NV,,Aggregate,"1,143",,127,,744,,3,,,,,,53,283,,55,,152,,1,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,
20200813,NY,,Aggregate,,,,,,,,,,,3653,2783,398,,,,,,,,,,,124,52,60,,,,,,,,,,,,,,,,,,,,,,,,,,
20200813,OH,,Aggregate,"8,220",,,,4196,,,,,,,,665,1005,,,,688,,,,,,,,207,,,2128,,,,,,,,,,,543,,,,382,,,,,,,,71
20200813,OK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1525,,255,,903,,3,,,,,,249,,,,,,,,,,,,,
20200813,OR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731,,204,,112
20200813,PA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,20244,,,,4192,,,,,,5037,,888,,,,,,,,,,,,,
20200813,PR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,
20200813,RI,,Aggregate,,,,,,,,,,,,,,190,,45,,,,,,,,,,12,"2,740",,755,,,,,,,,,,53,,,,,,,,,,,,,
20200813,SC,,Aggregate,3092,,662,,1481,,8,,,,,,163,561,,133,,364,,2,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,
20200813,SD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200813,TN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2316,,335,,2100,,,,,,,,342,,,,,,,,,,,,,
20200813,TX,,Aggregate,19854,,2761,,,,,,,,,,999,2124,,365,,,,,,,,,,545,,,,,,,,,,,,,,,,,,,,,,,,,,
20200813,UT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1093,,163,,930,,,,,,,,,,,,,,,,,,,,,
20200813,VA,,Aggregate,,,,,,,,,4963,,710,,127,,,,,,,,,1554,,207,,102,,,,,,,,,615,,89,,73,,,,,,,,,1522,,288,,40
20200813,VI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200813,VT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,32,,68,,0,,,,,,12,,,,,,,,,,,,,
20200813,WA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5890,200,951,,494,,,,,,,,,,,,,
20200813,WI,,Aggregate,,,,,,,,,,,,,210,,,,,,,,,,,,,,1593,,391,,,,,,,,,,360,,,,,,,,,,,,,
20200813,WV,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,220,,,,,,48,,124,,,,,,,,,,,,,
20200813,WY,,Aggregate,19,,7,,15,,,,,,,,4,17,,,,6,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,AK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,AL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,4779,,770,,2522,,,,,,,,,,,,,,,,,,,,,
20200820,AR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1794,,182,,1227,,2,,,,,,156,,,,,,,,,,,,,
20200820,AS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,AZ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,343,4168,,1112,,2332,,7,,,,,,156,,,,,,,,,,,,,
20200820,CA,,Aggregate,22571,,3826,,16631,,140,,,,,,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7811,,822,,283
20200820,CO,,Aggregate,1692,471,446,126,1172,550,5,0,,,,,95,575,91,173,16,358,136,0,0,,,,,61,,,,,,,,,,,,,,591,86,195,18,357,201,2,0,,,,,34
20200820,CT,,Aggregate,8808,,2867,,257,,3,,,,,,180,1084,,379,,73,,0,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,DC,,Aggregate,707,,162,,344,,7,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,DE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,,362,,461,,1,,,,,,35,,,,,,,,,,,,,
20200820,FL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35903,,4232,,809,,,,,,,,,,,,,
20200820,GA,,Aggregate,10884,,1796,,5146,,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,1208,,272,,970,,,,,,,,280
20200820,GU,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,HI,,Aggregate,27,,,,31,,,,,,1,,14,1,,,,1,,,,,,0,,1,,,,,,,,,,,,,,6,,,,4,,,,,,3,,4
20200820,IA,,Aggregate,,,,,,,,,2355,,544,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,ID,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668,,138,,137,,,,,,,,,,,,,
20200820,IL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25921,,4305,,709,,,,,,,,,,,,,
20200820,IN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,6984,,1719,,2905,,,,,,,,528,,,,,,,,,,,,,
20200820,KS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382,,197,,102,,,,,,,,,,,,,
20200820,KY,,Aggregate,"2,816",,495,,1631,,5,,,,,,219,28,,4,,54,,0,,,,,,33,,,,,,,,,,,,,,176,,11,,95,,0,,,,,,35
20200820,LA,,Aggregate,9283,,1827,,5538,,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,1142,,138,,,,,,,,,,174
20200820,MA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24551,,5693,379,,,,,,,,,,,,,
20200820,MD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14742,,2091,,227
20200820,ME,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,377,,70,,241,,,,,,,,21,,,,,,,,,,,,,
20200820,MI,,Aggregate,8042,,2088,,4209,,21,,,,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,MN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,4193,,1298,,2626,,,,,,,,519,,,,,,,,,,,,,
20200820,MO,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1965,,461,,,,,,,,,,427,,,,,,,,,,,,,
20200820,MP,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,MS,,Aggregate,,,,,,,,,,,,,146,,,,,,,,,,,,,9,4578,,922,,,,,,,,,,203,,,,,,,,,,,,,35
20200820,MT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,NC,,Aggregate,,,,,,,,,8111,,997,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2738,,219,,106
20200820,ND,,Aggregate,285,,,,449,,,,,,,,60,114,,,,136,,,,,,,,44,,,,,,,,,,,72,,,39,,,,37,,,,,,,,16
20200820,NE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,875,,,,791,,,,,,172,,216,,,,,,,,,,,,,
20200820,NH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2889,,357,,,,,,,,,,,,,,,
20200820,NJ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,24676,,6698,,13106,,120,,,,,,634,,,,,,,,,,,,,
20200820,NM,,Aggregate,,,,,,,,,,,,,34,,,,,,,,,,,,,18,881,,255,,641,,4,,,,,,,,,,,,,,,,,,,2
20200820,NV,,Aggregate,1184,,137,,821,,4,,,,,,53,333,,65,,177,,1,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,NY,,Aggregate,,,,,,,,,,,3665,2783,399,,,,,,,,,,,124,52,60,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,OH,,Aggregate,8976,,,,4643,,,,,,,,676,1067,,,,714,,,,,,,,214,,,2195,,,,,,,,,,,333,,,,363,,,,,,,,70
20200820,OK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1676,,267,,981,,3,,,,,,258,,,,,,,,,,,,,
20200820,OR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814,,209,,119
20200820,PA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,20522,,,,4315,,,,,,5107,,905,,,,,,,,,,,,,
20200820,PR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,
20200820,RI,,Aggregate,,,,,,,,,,,,,,200,,45,,,,,,,,,,12,2760,,755,,,,,,,,,,53,,,,,,,,,,,,,
20200820,SC,,Aggregate,3348,,728,,1600,,8,,,,,,165,678,,157,,392,,2,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,SD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,TN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2607,,382,,2426,,,,,,,,363,,,,,,,,,,,,,
20200820,TX,,Aggregate,21686,,3044,,,,,,,,,,1017,2288,,396,,,,,,,,,,567,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,UT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1128,,176,,992,,,,,,,,,,,,,,,,,,,,,
20200820,VA,,Aggregate,,,,,,,,,5136,,720,,136,,,,,,,,,1628,,208,,111,,,,,,,,,647,,96,,78,,,,,,,,,1553,,287,,43
20200820,VI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200820,VT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,32,,68,,0,,,,,,12,,,,,,,,,,,,,
20200820,WA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5890,200,951,,571,,,,,,,,,,,,,
20200820,WI,,Aggregate,,,,,,,,,,,,,218,,,,,,,,,,,,,,1653,,403,,,,,,,,,,384,,,,,,,,,,,,,
20200820,WV,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,478,,,,328,,,,,,71,,123,,,,,,,,,,,,,
20200820,WY,,Aggregate,19,,7,,15,,,,,,,,4,17,,,,6,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20200827,AK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200827,AL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,5053,,796,,2660,,,,,,,,,,,,,,,,,,,,,
20200827,AR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,051",,226,,"1,340",,,,,,,,224,,,,,,,,,,,,,
20200827,AS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200827,AZ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,347,4360,,1185,,2440,,8,,,,,,159,,,,,,,,,,,,,
20200827,CA,,Aggregate,23541,,4000,,17381,,139,,,,,,1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8234,,858,,300
20200827,CO,,Aggregate,1731,476,451,126,1167,545,5,0,,,,,96,578,95,176,16,360,136,0,0,,,,,62,,,,,,,,,,,,,,591,86,195,18,357,201,2,0,,,,,34
20200827,CT,,Aggregate,8816,,2872,,268,,3,,,,,,180,1084,,379,,73,,0,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,
20200827,DC,,Aggregate,707,,162,,344,,7,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200827,DE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1223,,367,,461,,1,,,,,,35,,,,,,,,,,,,,
20200827,FL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38770,,4587,,865,,,,,,,,,,,,,
20200827,GA,,Aggregate,11577,,1947,,5437,,,,,,,,347,,,,,,,,,,,,,,,,,,,,,,,,,,,1238,,283,,999,,,,,,,,289
20200827,GU,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200827,HI,,Aggregate,27,,,,31,,,,,,1,,14,1,,,,1,,,,,,0,,1,,,,,,,,,,,,,,6,,,,4,,,,,,3,,4
20200827,IA,,Aggregate,,,,,,,,,2355,,584,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200827,ID,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1546,,118,,109,,,,,,,,,,,,,
20200827,IL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26355,,4319,,747,,,,,,,,,,,,,
20200827,IN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,7156,,1749,,3047,,,,,,,,540,,,,,,,,,,,,,
20200827,KS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789,,221,,132,,,,,,,,,,,,,
20200827,KY,,Aggregate,3003,,509,,1750,,5,,,,,,227,28,,4,,55,,0,,,,,,35,,,,,,,,,,,,,,143,,13,,114,,0,,,,,,37
20200827,LA,,Aggregate,9513,,1873,,5762,,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,1170,,139,,,,,,,,,,177
20200827,MA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24584,,5772,379,,,,,,,,,,,,,
20200827,MD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14932,,2115,,227
20200827,ME,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,412,,78,,258,,,,,,,,24,,,,,,,,,,,,,
20200827,MI,,Aggregate,8152,,2103,,4324,,21,,,,,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200827,MN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,4388,,1331,,2626,,,,,,,,561,,,,,,,,,,,,,
20200827,MO,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1965,,461,,,,,,,,,,427,,,,,,,,,,,,,
20200827,MP,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200827,MS,,Aggregate,,,,,,,,,,,,,146,,,,,,,,,,,,,9,4796,,984,,,,,,,,,,203,,,,,,,,,,,,,35
20200827,MT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,
20200827,NC,,Aggregate,,,,,,,,,8649,,1043,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2952,,241,,110
20200827,ND,,Aggregate,301,,,,475,,,,,,,,61,116,,,,145,,,,,,,,46,,,,,,,,,,,72,,,38,,,,41,,,,,,,,17
20200827,NE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,917,,,,848,,,,,,178,,222,,,,,,,,,,,,,
20200827,NH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2912,,358,,,,,,,,,,,,,,,
20200827,NJ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,24757,,6718,,13213,,121,,,,,,640,,,,,,,,,,,,,
20200827,NM,,Aggregate,,,,,,,,,,,,,34,,,,,,,,,,,,,18,894,,259,,660,,4,,,,,,,,,,,,,,,,,,,2
20200827,NV,,Aggregate,1234,,145,,855,,4,,,,,,53,347,,69,,194,,1,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,
20200827,NY,,Aggregate,,,,,,,,,,,3676,2783,400,,,,,,,,,,,124,52,60,,,,,,,,,,,,,,,,,,,,,,,,,,
20200827,OH,,Aggregate,9330,,,,4953,,,,,,,,691,1185,,,,807,,,,,,,,223,,,2262,,,,,,,,,,,425,,,,407,,,,,,,,78
20200827,OK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1893,,297,,1056,,3,,,,,,331,,,,,,,,,,,,,
20200827,OR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997,,230,,119
20200827,PA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,20870,,,,4440,,,,,,"5,157",,923,,,,,,,,,,,,,
20200827,PR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,
20200827,RI,,Aggregate,,,,,,,,,,,,,,205,,50,,,,,,,,,,12,2795,,765,,,,,,,,,,53,,,,,,,,,,,,,
20200827,SC,,Aggregate,3613,,792,,1691,,10,,,,,,167,804,,178,,418,,4,,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,
20200827,SD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,412,,84,,,,,,,,,,81,,,,,,,,,,,,,
20200827,TN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2983,,434,,2734,,,,,,,,468,,,,,,,,,,,,,
20200827,TX,,Aggregate,23217,,3264,,,,,,,,,,1023,2398,,433,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,,,
20200827,UT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1166,,184,,1024,,,,,,,,,,,,,,,,,,,,,
20200827,VA,,Aggregate,,,,,,,,,5276,,739,,140,,,,,,,,,1706,,213,,117,,,,,,,,,617,,97,,76,,,,,,,,,1564,,287,,44
20200827,VI,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200827,VT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,32,,68,,0,,,,,,12,,,,,,,,,,,,,
20200827,WA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6319,168,1036,,571,,,,,,,,,,,,,
20200827,WI,,Aggregate,,,,,,,,,,,,,226,,,,,,,,,,,,,,1700,,416,,,,,,,,,,384,,,,,,,,,,,,,
20200827,WV,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,458,,,,,,82,,123,,,,,,,,,,,,,
20200827,WY,,Aggregate,20,,7,,15,,,,,,,,5,17,,,,6,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20200903,AK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200903,AL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,5391,,854,,2757,,,,,,,,,,,,,,,,,,,,,
20200903,AR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2199,,226,,1475,,1,,,,,,233,,,,,,,,,,,,,
20200903,AS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200903,AZ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,360,4483,,1238,,2537,,9,,,,,,162,,,,,,,,,,,,,
20200903,CA,,Aggregate,24206,,4151,,17955,,139,,,,,,1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8635,,904,,309
20200903,CO,,Aggregate,1887,508,494,128,1267,584,5,0,,,,,100,590,95,176,16,366,138,0,0,,,,,64,,,,,,,,,,,,,,478,78,163,18,286,180,2,0,,,,,32
20200903,CT,,Aggregate,8826,,2874,,279,,3,,,,,,180,1098,,379,,81,,0,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,
20200903,DC,,Aggregate,710,,162,,360,,7,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200903,DE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,1214,,368,,461,,1,,,,,,35,,,,,,,,,,,,,
20200903,FL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40607,,4811,,906,,,,,,,,,,,,,
20200903,GA,,Aggregate,11968,,2021,,5693,,,,,,,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,1267,,287,,1056,,,,,,,,294
20200903,GU,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200903,HI,,Aggregate,27,,,,31,,,,,,1,,14,1,,,,1,,,,,,0,,1,,,,,,,,,,,,,,6,,,,4,,,,,,3,,4
20200903,IA,,Aggregate,,,,,,,,,2355,,606,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200903,ID,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2090,,196,,154,,,,,,,,,,,,,
20200903,IL,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27126,,4396,,747,,,,,,,,,,,,,
20200903,IN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,7348,,1771,,3167,,,,,,,,548,,,,,,,,,,,,,
20200903,KS,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,,233,,138,,,,,,,,,,,,,
20200903,KY,,Aggregate,3312,,540,,1953,,5,,,,,,232,32,,5,,71,,0,,,,,,40,,,,,,,,,,,,,,192,,13,,118,,0,,,,,,37
20200903,LA,,Aggregate,9410,,1906,,5736,,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,1176,,141,,,,,,,,,,178
20200903,MA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24635,,5824,380,,,,,,,,,,,,,
20200903,MD,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,,2130,,227
20200903,ME,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,415,,80,,266,,,,,,,,24,,,,,,,,,,,,,
20200903,MI,,Aggregate,8233,,2108,,4416,,21,,,,,,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200903,MN,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,4527,,1348,,2984,,,,,,,,561,,,,,,,,,,,,,
20200903,MO,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,2320,,494,,,,,,,,,,518,,,,,,,,,,,,,
20200903,MP,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200903,MS,,Aggregate,,,,,,,,,,,,,146,,,,,,,,,,,,,9,5236,,1050,,,,,,,,,,203,,,,,,,,,,,,,35
20200903,MT,,Aggregate,,,,,,,,,,,,,,,,,,,,,,207,,27,,28,,,,,,,,,131,,8,,21,,,,,,,,,,,,,
20200903,NC,,Aggregate,,,,,,,,,9252,,1113,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3185,,258,,110
20200903,ND,,Aggregate,343,,,,554,,,,,,,,64,118,,,,159,,,,,,,,48,,,,,,,,,,,83,,,38,,,,46,,,,,,,,18
20200903,NE,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,917,,,,848,,,,,,178,,222,,,,,,,,,,,,,
20200903,NH,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2932,,359,,,,,,,,,,,,,,,
20200903,NJ,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,24896,,6744,,13332,,121,,,,,,659,,,,,,,,,,,,,
20200903,NM,,Aggregate,,,,,,,,,,,,,34,,,,,,,,,,,,,18,918,,267,,675,,4,,,,,,,,,,,,,,,,,,,2
20200903,NV,,Aggregate,1280,,149,,880,,4,,,,,,53,375,,70,,202,,1,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,
20200903,NY,,Aggregate,,,,,,,,,,,3680,2783,400,,,,,,,,,,,125,52,60,,,,,,,,,,,,,,,,,,,,,,,,,,
20200903,OH,,Aggregate,9854,,,,5429,,,,,,,,713,1183,,,,808,,,,,,,,229,,,2341,,,,,,,,,,,310,,,,336,,,,,,,,66
20200903,OK,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,035",,330,,1152,,3,,,,,,273,,,,,,,,,,,,,
20200903,OR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113,,255,,135
20200903,PA,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,21198,,,,4553,,,,,,5218,,938,,,,,,,,,,,,,
20200903,PR,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,
20200903,RI,,Aggregate,,,,,,,,,,,,,,210,,50,,,,,,,,,,13,2835,,770,,,,,,,,,,55,,,,,,,,,,,,,
20200903,SC,,Aggregate,3768,,810,,1728,,11,,,,,,162,844,,185,,449,,4,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,
